Joke,Rating,Ratings_Cleaned
"A young couple, with their three-year old daughter, was enjoying their coffee at a local coffee shop when the little girl asked,
""What's that smell in your coffee Momma?""
""Its hazelnut coffee, sweetie.  The mother said,
""There's nuts in your coffee, momma?"" said the little girl, to which the mother replied, ""Yes, dear, just like your father's coffee, we both like hazelnut coffee,"" 
with that, the little girl turned to her dad and said, Daddy, can I smell your nuts?""","Ranking: 
3.33 / 15",3.33
"Watching her mother as she tried on her new fur coat, young Susan said unhappily,
Mom, do you realize some poor dumb beast suffered so you could have that?
the woman gave her an angry look.  Susan, how dare you talk about your father like that""!","Ranking: 
3.33 / 15",3.33
"A visiting minister during the offertory prayer:
""Dear Lord,"" he began with arms extended and a rapturous 
 look on his upturned face, ""without you we are but dust...""
 He would have continued, but at that moment a little girl (who 
 was listening carefully for a change!) leaned over to her mother 
 and asked quite audibly in her shrill little girl voice, ""Mommy, 
 WHAT is butt dust?""

 Church was pretty much over at that point ...","Ranking: 
4.00 / 9",4.00
"A woman had just showered and was drying off when her little son walked in.  He pointed at her vagina and said, ""Mama, what is that between your legs?""  His mother thought quickly and replied, ""That's my squirrel, son.""  The little boy said, ""Okay"" and ran off to play.  A week or so later the little boy's grandmother was babysitting him and the same thing happened.  The little boy walked in on his grandmother, pointed to her vagina and asked, ""Grandma, what is that between your legs?""  Grandma answered, ""That's my squirrel, Son.""  The little boy asked, ""Grandma, why is the hair on your squirrel gray, but the hair on mama's is black?""  Grandma replied, ""Son, if your mama's squirrel had cracked as many nuts as mine has, it would be gray too!""","Ranking: 
3.06 / 17",3.06
"A little boy his mom and his dad are at a circus one day, the father leaves to go get a drink and the little boy says to his mom ""mommy whats that hanging from the elephant?"" and she says ""oh thats his trunk"" and he says ""no farther back"" and she says oh thats his tail"" and he says no farther forward"" and she says oh nothing"" then the father comes back and the mother leaves to go to the bathroom and while she is gone the little boy says ""daddy whats that hanging from the elephant?"" and he says ""oh thats his trunk"" and the boy says ""no farther back"" and the dad says ""thats his tail"" and the boy says ""no, farther forward"" and the dad says ""oh, thats his penis"" and the boy says ""mommy said it was nothing"" and the dad says ""I spoiled that woman""","Ranking: 
3.55 / 11",3.55
"While in a line at the bank one afternoon, a Lady's toddler decided to release some pent-up energy and started to run amuck. The lady was finally able to grab hold of him after receiving looks of disgust and annoyance from other patrons. She told him that if he didn't start behaving himself right now, he would be punished. To the lady's horror, the brat looked her in the eye and said in a voice just as threatening, ""If you don't let me go right now, I will tell Grandma that I saw you kissing Daddy's pee-pee last night! The silence was deafening, after this enlightening exchange. Even the tellers stopped what they were doing! The poor lady mastered the last of her dignity and walked out of the bank with her son in tow. The last thing she heard, as the doors closed behind her were the screams of laughter.","Ranking: 
4.00 / 8",4.00
"A little girl goes to the barbershop with her father.   
She stands next to the barber chair, while her dad gets his hair cut, eating a snack cake. 
The barber says to her, ""Sweetheart, you're   going to get hair on your Twinkie."" 
She says, ""Yes, I know, and Im going to get boobs too.""","Ranking: 
3.15 / 13",3.15
"A mother taught her son to go to the bathroom by the numbers.
""1. Open your fly.
2. Take out your equipment.
3. Pull back the skin
4. Do your business.
5. Let the skin forward.
6. Stow your equipment.
7. Close your fly.""
She checked on him often to make sure he had learned his lesson, and each time heard him through the outhouse door saying, ""1, 2, 3, 4, 5, 6. 7.""
She was pleased with his progress until that day when she passed the bathroom door and heard, ""3-5, 3-5, 3-5, 3-5, 3-5, 3-5.""","Ranking: 
3.08 / 13",3.08
"TEACHER: Brian, what's one plus one?
The kid holds up his fingers and counts two
BRIAN: Two
TEACHER: Good job, what's three plus three?
The kid holds up his fingers and counts six
BRIAN: Six
TEACHER: good job now put your hands in your pocket and tell me what's five plus five?
The kid put his hands in his pocket and starts counting in his head and tells the teacher
BRIAN: Eleven","Ranking: 
2.81 / 16",2.81
"My dad says that when we sleep at night, we should have all windows open. 
And what's your dad's job? Is he a doctor? 
No, he's a thief.","Ranking: 
2.81 / 16",2.81
"An old man in Phoenix calls his son in New York and says, ""I hate to ruin you day, but I have to tell you that your mother and I are divorcing forty-five years of misery are enough"".

""Pop, what are you talking about"", the son screams.

""We can't stand each other any longer"", the old man said.  ""Were are sick and tired of each other, and I am sick of talking about this so call your sister in Chicago and tell her"".  And he hangs up.

Frantic, the son calls his sister, who explodes on the phone, ""like heck they're not going to divorce,"" she shouts.  ""I'II take care of this"".  She calls Phoenix immediately and screams at the old man, ""You are NOT getting divorced! Don't do a single thing until I get there.  I am calling my brother and we'll both be there tomorrow morning.  Until then don't do anything. DO YOU HEAR ME?"" And she hangs up.

The old man hangs up the phone and turn to his wife. ""Okay"", he says, ""They are coming for Thanksgiving and paying their own way!!","Ranking: 
3.44 / 9",3.44
"A teacher thought it would be nice to let her class guess some jellybeans flavors. So the next day she brought some jellybeans and the kids got most of the answers. Next, she said,"" This is going to be a little more difficult,"" She gave a clue like,"" it is what your Mom calls your Dad. A little boy named Tony said I know I know its a jackass.","Ranking: 
3.50 / 8",3.50
"A couple had their three children over to help them celebrate their fiftieth wedding anniversary.  One was a successful lawyer, one a big-time doctor, and the daughter a famous actress.  We did not have a chance to get you am Mom a present, said the two sons.  I was doing a TV commercial and did not have time to get a present either, said the daughter.  After dinner, while having drinks in the living room, the father called all three of them together and said, You know something?  Me and your mother never were married.  Does this mean that werewere. Well, you know what I mean, said the daughter.  The father said,  Youre right.  And three of the cheapest ones Ive ever seen.","Ranking: 
2.32 / 22",2.32
"Carl was describing his new secretary cheerfully to the family at dinner:  Shes efficient, personable, clever, punctual, and darned attractive, to boot.  In short shes a real doll!
A doll? said his wife, whith a frown.
A doll! Re-emphasized her oblivious husband.
At which point, their five-year-old daughter, who knew a little something about dolls, looked up from her plate to ask: Does she close her eyes when you lay her down, Daddy?","Ranking: 
4.40 / 5",4.40
"Two five-year-old boys are standing at the toilet to pee.
One says, ' Your thingy doesn't have any skin on it.'
I've been circumcised, the other one says.
What's that mean?
It means they cut the skin off at the end.'
How old were you when it was cut off?
'My mum said I was two days old.'
Did it hurt?
You bet it hurt. I couldnt walk for a year,'","Ranking: 
3.25 / 8",3.25
"The family was ordering hamburgers in a restaurant.
Waitress: Now, how will you have your hamburger?
Father: Rare
Mother: Medium
Child: Large","Ranking: 
1.70 / 43",1.70
"A little girl was told off for wetting herself in class. 
""Why didn't you put your hand up"", asked the teacher?
""I did, but it kept running out""","Ranking: 
2.10 / 21",2.10
"Q: What did one banana say to another banana?
A: Lets run before they make us strip.","Ranking: 
2.20 / 15",2.20
"A teenager comes downstairs for her date in a see-through top and no bra.  Her grandmother goes crazy and tells her she cant go out dressed the way she is.  The teenager says, Loosen up, Grandma!  These are modern times.  You gotta let your rosebuds show! and out the door she goes.  
The next day the teen comes downstairs and finds the grandmother sitting in her favorite chair topless.  The teen is mortified.  She explains to her grandmother that she has friends coming over and that it is just not appropriate.  The grandmother says, Loosen up, sweetie.  If you can show off your rosebuds, then I can display my hanging baskets.","Ranking: 
4.00 / 4",4.00
"Why did the child study in the aeroplane?
He wanted a higher education!","Ranking: 
1.62 / 29",1.62
"A 5-years-old was visiting his grandmother. Playing with his toys in her bedroom while 
Grandma was dusting. He looked up and said, ""Grandma, how come you dont have a boyfriend now that grandpa went to heaven?""

Grandma replied, ""Honey, my TV is my boyfriend. I can sit in my bedroom and watch it all day long. The religious programs make me fell good and the comedies make me laugh. Im happy with my TV as my boyfriend.""

When grandma turned on the TV, the reception was terrible. She started adjusting the knobs, trying to get the picture in focus. Frustrated, she started hitting the backside of the TV hoping to fix the problem

The little boy heard the doorbell ring, so he hurried to open the door and there stood Grandmas Minister.

The Minister said ""hello son is your grandma home?""

The little boy replied, ""Yeah shes in the bedroom banging her boyfriend""

The Minister fainted","Ranking: 
4.00 / 3",4.00
"Their three children, all very successful, agreed to a Sunday dinner in their parents' honor.
 ""Happy Anniversary Mom and Dad,"" gushed Son No. 1.
""Sorry I'm running late. I had an emergency at the hospital with a patient. You know how it is, and I didn't have time to get you a gift.""
""Not to worry,"" said the father. ""The important thing is we're all together today.""
 Son No. 2 arrived. ""You and Mom look great, Dad. I just flew in from LA between depositions and didn't have time to shop for you.""
""It's nothing,"" said the father. ""We're glad you were able to come."" Just then the daughter arrived. ""Hello and happy anniversary! Sorry, but my boss is sending me out of town and I was really busy packing so I didn't have time to get you anything.""

 After they had finished dessert, the father said,
 ""There's something your mother and I have wanted to tell you for a long time.
We were really poor, but we managed to send each of you to college.
 Through the years your mother and I loved each other very much, but we just never found the time to get married.""

The three children gasped and said,  ""WHAT? You mean we're bastards?""
 ""Yep,"" said the father, ""and cheap ones too.""","Ranking: 
4.00 / 3",4.00
"Two kids are arguing over whose father the biggest scared-cat is.  Tommy says, My dad is so scared that when lightning strikes, he hides underneath the bead.  Peter replies, Yeah?  Well, thats nothing.  My dad is so scared that when my mom has to work the nightshift, he sleeps with the lady next door.","Ranking: 
5.00 / 2",5.00
"Grandpa and his 7 year old grandson are gardening when to boy sees an earthworm trying to get back into its hole.  He says, Grandpa, I bet I can put that worm back in that hole.
Ill bet you five dollars you cant, says Gramps.  Its too wiggly and limp to put back in that little hole.  The kid runs into the house and comes back out with a can of hair spray.  He sprays the worm until it is straight and stiff as a board, and proceeds to put it right back into the hole.  Grandpa hands the little boy five dollars, grabs the hair spray, and runs into the house.  Thirty minutes later, Grandpa comes out and hands the boy another five dollars.  Grandpa, you already paid me, says the kid.  I know.  This is from your Grandma.","Ranking: 
5.00 / 2",5.00
"Little Pete was instructed by his mother to avoid any of the popular synonyms for urination and to substitute the verb whisper.
  That evening, little Pete approached his father, who had not yet been apprised of the new code. Daddy, he said.  I want to whisper.
All right, son, answered his father, do it in my ear.","Ranking: 
3.00 / 3",3.00
"Confucius say...
Man who puts dick in Peanut Butter jar is Fucking Nuts","Ranking: 
3.61 / 269",3.61
Confucius said...Man who walk through airport turnstile sideways going to Bangkok.,"Ranking: 
3.73 / 132",3.73
"Confucius says, ""Man with tool in woman's mouth is not necessarily a dentist.""","Ranking: 
3.60 / 118",3.60
"Confucius say...
Couple on 7 day honeymoon make hole weak.","Ranking: 
3.58 / 95",3.58
Confucius say.........Man who excels at putting worm on hook is master baiter,"Ranking: 
3.66 / 83",3.66
"Confucius say, ""Secretary not permanent fixture until screwed on top of desk.""","Ranking: 
3.89 / 57",3.89
Flys that sit on toilet get pissed off.,"Ranking: 
3.21 / 135",3.21
"Confucius say baseball not right;
 Man with four balls can't walk","Ranking: 
4.02 / 45",4.02
"Man who stands on toilet, is high on pot","Ranking: 
4.05 / 43",4.05
"Confucius say...
Boy who go to sleep with stiff problem wake up with solution in hand.","Ranking: 
3.91 / 46",3.91
"Confucius say...
Better to be pissed off than pissed on.","Ranking: 
4.11 / 37",4.11
Confucius say . . . Man who have sex in strawberry patch get ass in jam,"Ranking: 
3.80 / 46",3.80
Confucius say: Woman who go out on boat with seven fisherman come home with one red snapper.,"Ranking: 
3.90 / 41",3.90
"Confucius says,""It take many nails to build a crib but one screw to fill it in.""","Ranking: 
4.17 / 30",4.17
"It is good for boy to meet girl in park, but is better for boy to park meat in girl.","Ranking: 
3.42 / 60",3.42
"Confucius say...
He who fishes in others' holes often catches crabs.","Ranking: 
4.07 / 28",4.07
Confucius say...man with hand in pocket....feel cocky all day!,"Ranking: 
4.04 / 28",4.04
"Confucius say...
Squirrel who runs up woman's leg not find nuts.","Ranking: 
3.88 / 32",3.88
"Confucius say:
People who eat many prunes, stay on toilet many moons.","Ranking: 
3.64 / 39",3.64
confucious says: man who shit bricks has square ass,"Ranking: 
4.04 / 27",4.04
"Confucius say, ""Panties not best thing on earth, but next to it.""","Ranking: 
3.66 / 35",3.66
"Confucius say...
Passionate kiss, like spider web, lead to undoing of fly.","Ranking: 
4.00 / 25",4.00
"Confucius say: Ordinary man give wife grand piano, Wise man give wife upright organ.","Ranking: 
4.47 / 17",4.47
Confucius says.... girl who sits on judges lap get honorable discharge.,"Ranking: 
4.67 / 15",4.67
"""Ancient Chinese Proverbs""

Virginity likes bubble, one prick, all gone.

Man who run in front of car get tired? 

Man who runs behind car gets exhausted.  

Foolish man gives wife grand piano, wise man gives wife upright organ. 

Man with one chopstick goes hungry. 

Man who scratch ass should not bite fingernails. 

Man who eats many prunes get good run for money. 

Baseball is wrong: man with four balls cannot walk. 

Panties not best thing on earth but next to best thing on earth. 

War does not determine who is right, war determine who is left. 

Wife who put husband in doghouse soon find him in cathouse. 

Man who fights with wife all day gets no piece at night. 

It takes many nails to build crib, but one screw to fill it. 

Man who drive like hell, bound to get there. 

Man who lives in glass house should change clothes in basement. 

Man who fishes in other man's well often catches crabs. 

Man who farts in church sits in own pew.","Ranking: 
4.20 / 20",4.20
"Confucius says, ""Virginity like bubble, one small prick and it gone.""","Ranking: 
3.88 / 25",3.88
"Confucius says....
It is better to puke while pooping than poop while puking","Ranking: 
3.67 / 27",3.67
"Confucius say, ""He who stands on toilet is high on pot.""","Ranking: 
3.95 / 20",3.95
Confucius say..... man who drop watch in toilet have shitty time.,"Ranking: 
4.18 / 17",4.18
"Confucius say "" Girl who sits on judge's lap, gets honorable discharge""","Ranking: 
4.00 / 19",4.00
"Confuncius say: Man who like 69, always sticking his nose where it not wanted.","Ranking: 
3.33 / 33",3.33
Confucius say......man who puts hand in bush not always gardener!,"Ranking: 
3.52 / 25",3.52
"Confucius say...
Woman who take bath in vinegar, come out with sourpuss.","Ranking: 
3.36 / 28",3.36
"Confucius say...
Man who wants pretty nurse, must be patient.","Ranking: 
3.57 / 23",3.57
"Confusious says: Man who lay girl on bed spring, this spring;
 get offspring, next spring.","Ranking: 
3.67 / 21",3.67
"Confucius say...
He who run behind bus get exhausted","Ranking: 
3.59 / 22",3.59
"Confucius says: ""Woman who is on top of policeman during sex is above the law!","Ranking: 
4.07 / 14",4.07
"Confucius says, 
""Man who eat many prunes get good run for his money""","Ranking: 
2.53 / 70",2.53
Confucius say...... Man who feel woman on period get caught red handed.,"Ranking: 
3.93 / 15",3.93
"Confucius say: Baseball, it is wrong. Man with four balls cannot walk.","Ranking: 
3.03 / 32",3.03
"Confucius Say, American baseball too confusing!
Should not man with two foul balls be sent straight to showers?","Ranking: 
3.75 / 16",3.75
Confucius says: Man who get women on ground -  have piece on earth,"Ranking: 
3.47 / 17",3.47
"Confucius say...
Man with hole in pocket feel cocky all day long.","Ranking: 
3.08 / 24",3.08
"Confucius say...

Man who fart in church sit in own pew.","Ranking: 
3.39 / 18",3.39
"Confucius says:
Woman who sit on Brother-in-law's lap make it hard for sister.","Ranking: 
3.25 / 20",3.25
"Confucius say, ""Passionate kiss like spiders web - soon lead to undoing of fly.""","Ranking: 
3.19 / 21",3.19
"Confusius say....
  Man who run in front of bus, get tired.","Ranking: 
2.96 / 25",2.96
"Confucius say...
Girl who sit on jockeys lap get hot tip.","Ranking: 
3.22 / 18",3.22
"Confucius say....
Lady who go camping must beware of evil intent.","Ranking: 
3.22 / 18",3.22
Confucius say......Woman who cooks carrots and peas in same pot not very sanitary,"Ranking: 
3.10 / 20",3.10
Confucius says it takes many nails to build crib but one screw to fill it..,"Ranking: 
3.62 / 13",3.62
"Woman who fly Airplane Upside Down, have Crack Up.","Ranking: 
3.00 / 21",3.00
Man who sleep on toilet all nightlong wake up with ring around the rosy!,"Ranking: 
2.71 / 28",2.71
Confucius says..... Woman like car stick key in slot and ride all day,"Ranking: 
4.11 / 9",4.11
"Confucius says, Man who fart Vaseline bubbles not suitor for woman!","Ranking: 
3.73 / 11",3.73
"Confucius say...Man who thinks with his dick, wants woman to blow his mind.","Ranking: 
3.58 / 12",3.58
Confucius says... man in corner with hand in pockets is not only feeling crazy but also feeling nuts.,"Ranking: 
3.55 / 11",3.55
Confucius say:  Man who fight during day - get no piece at night,"Ranking: 
3.06 / 16",3.06
"Confucius say...
Man with tight trousers is pressing his luck.","Ranking: 
3.07 / 15",3.07
"Confucius say:

Passionate kiss like spider web  lead to undoing of fly.","Ranking: 
3.78 / 9",3.78
"The Los Angeles Police Department (LAPD), The FBI, and the CIA are all trying to prove that they are the best at apprehending criminals. The President decides to give them a test. He releases a rabbit into a forest and each of them has to catch it. 
The CIA goes in. They place animal informants throughout the forest. They question all plant and mineral witnesses. After three months of extensive investigations they conclude that rabbits do not exist. 
The FBI goes in. After two weeks with no leads they burn the forest, killing everything in it, including the rabbit, and they make no apologies. The rabbit had it coming. 
The LAPD goes in. They come out two hours later with a badly beaten bear. The bear is yelling: ""Okay! Okay! I'm a rabbit! I'm a rabbit!""","Ranking: 
3.74 / 191",3.74
"A man had a hobby of hitting lawyers with his car every time one happened to cross his path. 
The man sees a priest hitchhiking on the side of the road, so he picks him up and says: ""where to father"" the priest replies, ""the church"". On the way, the man sees a lawyer and swerves to hit him, he then remembers he has a priest in the car and tries to miss the lawyer but he still hears a thud. 
The man says to the priest: ""I'm sorry father, I almost hit that lawyer"" the priest says ""It's ok, I got him with the door""","Ranking: 
3.76 / 153",3.76
"A man telephones a law office and says: ""I want to speak to my lawyer.
The receptionist replies: I'm sorry but he died last week.
The next day the same man phones again and asks the same question. The receptionist replies ""I told you yesterday, he died last week."" 
The next day the man calls again and asks to speak to his lawyer. By this time the receptionist is getting a little annoyed and says ""I keep telling you that your lawyer died last week. Why do you keep calling?"" 
The man says, ""Because I just love hearing it.""","Ranking: 
3.87 / 129",3.87
"A drunk walks into a bar, orders a drink and says to the bartender, all lawyers are assholes and the guy at the end of the bar says you better take that back  The drunk man goes, why, are you a lawyer?  The man says no, Im an asshole.","Ranking: 
3.31 / 291",3.31
"The local United Way office realized that it had never received a donation from the town's most successful lawyer. A local volunteer calls to solicit his donation, saying ""our research shows that even though your annual income is over two million dollars, you do not give one penny to charity! Wouldn't you like to give back to your community through The United Way?"" 
The lawyer thinks for a moment and says: ""First, did your research show that my mother is dying after a long, painful illness and has huge medical bills far beyond her ability to pay?"" 
Embarrassed, the United Way rep mumbles, ""Uh, no."" 
""Secondly, that my brother, a disabled veteran, is blind and confined to a wheelchair and is unable to support his wife and six children?"" 
The stricken United Way rep begins to stammer an apology but is cut off. 
""Thirdly, that my sister's husband died in a dreadful traffic accident"", the lawyers voice rising in indignation, ""leaving her penniless with a mortgage and three children?"" 
The humiliated United Way rep, completely beaten, says simply, ""I had no idea."" 
The lawyer then says""...and if I don't give any money to THEM, why should I give any to you?","Ranking: 
3.60 / 150",3.60
"A judge was interviewing a woman regarding her pending divorce, and asked, ""What are the grounds for your divorce?""

She replied, ""About four acres and a nice little home in the middle of the property with a stream running by.""

""No,"" he said, ""I mean what is the foundation of this case?""

""It is made of concrete, brick and mortar,"" she responded.

""I mean,"" he continued, ""What are your relations like?""

""I have an aunt and uncle living here in town, and so do my husband's parents.""

He said, ""Do you have a real grudge?""

""No,"" she replied, ""We have a two-car carport and have never really needed one.""

""Please,"" he tried again, ""is there any infidelity in your marriage?""

""Yes, both my son and daughter have stereo sets. We don't necessarily like the music, but the answer to your questions is yes.""

""Ma'am, does your husband ever beat you up?""

""Yes,"" she responded, ""about twice a week he gets up earlier than I do.""

Finally, in frustration, the judge asked, ""Lady, why do you want a divorce?""

""Oh, I don't want a divorce,"" she replied. ""I've never wanted a divorce. My husband does. He said he can't communicate with me!!","Ranking: 
3.32 / 209",3.32
"A young couple were in an automobile accident the night before their wedding, and both were killed. In heaven, they approached St. Peter. ""My fiance and I really miss the opportunity to have celebrated our wedding vows. Is it possible for people in heaven to get married?""

St. Peter replied, ""I'll tell you what -- after you have gone through an appropriate waiting period, we will talk about it again.""

Five years pass and the couple still wanted to get married. They approached St. Peter again, and he told them, ""I'm sorry, I know that five years was a long time to wait, but there's a problem. You'll have to wait a little bit longer.""

Another five years pass, when St. Peter excitedly approached the couple. ""Your wait is over, and you may marry now. Thanks for your patience.""
The couple got married.

Unfortunately, soon after the wedding, the couple realized that they were not compatible. Going to see St. Peter, they asked if their was such a thing as divorce in heaven. St. Peter gave them a cold stare, and said sternly, ""Look, it took us ten years to find a minister up here. Do you have any idea how long it'll take to find a lawyer?""","Ranking: 
3.13 / 163",3.13
"An old man was on his deathbed. He wanted badly to take all his money with him. He called his priest, his doctor and his lawyer to his bedside. ""Here's $30,000 cash to be held by each of you. I trust you to put this in my coffin when I die so I can take all my money with me."" At the funeral, each man put an envelope in the coffin. Riding away in a limousine, the priest suddenly broke into tears and confessed that he had only put $20,000 into the envelope because he needed $10,000 for a new baptistery. ""Well, since we're confiding in each other,"" said the doctor, ""I only put $10,000 in the envelope because we needed a new machine at the hospital which cost $20,000."" The lawyer was aghast. ""I'm ashamed of both of you,"" he exclaimed. ""I want it known that when I put my envelope in that coffin, it held my personal check for the full $30,000.""","Ranking: 
3.92 / 53",3.92
"Mr. Smith, I have reviewed this case very carefully,"" the divorce court judge said, ""and I've decided to give your wife $275 a week."" ""That's very fair, your honor,"" the husband said. ""And every now and then I'll try to send her a few bucks myself","Ranking: 
3.86 / 51",3.86
"A man died and was taken to his place of eternal torment by the devil. As he passed sulfurous pits and shrieking sinners, he saw a man he recognized as a lawyer snuggling up to a beautiful woman.
""That's unfair!"" he cried. ""I have to roast for all eternity, and that lawyer gets to spend it with a beautiful woman.""
""Shut up!"" barked the devil, jabbing him with his pitchfork. ""Who are you to question that woman's punishment?""","Ranking: 
3.97 / 30",3.97
"Q. How can you tell if a lawyer is lying?
 A. If his mouth is moving!","Ranking: 
3.13 / 69",3.13
"The surgeon says: ""Surgery IS the oldest profession. God took a rib from Adam to create Eve and you can't go back further than that."" 
The architect says: ""Hold on! In fact, God was the first architect when he created the world out of chaos in 7 days, and you can't go back any further than THAT!"" 
The lawyer puffs his cigar and says: ""Gentlemen, Gentlemen...who do you think created the CHAOS??!!""","Ranking: 
2.87 / 98",2.87
"As the lawyer woke up after surgery, he said"" ""Why are all the blinds drawn?""
The doctor answered: ""There's a big fire across the street, and we didn't want you to think the operation was a failure.""","Ranking: 
2.82 / 101",2.82
"You're trapped in a room with a tiger, a rattlesnake and a lawyer. You have a gun with two bullets. What should you do? 
Shoot the lawyer. Twice.","Ranking: 
2.76 / 112",2.76
"Why Lawyers should never ask a witness a question if 
 they arent prepared for the answer: 

In a trial, a Southern small town prosecuting attorney called his first 
witness to the stand-a-grandmotherly, elderly woman. 
He approached her and asked, ""Mrs. Jones, do you know me?"" 
She responded, ""Why, yes I do know you, Mr. Williams. I've known you since you were a young boy, and frankly, you've been a big disappointment to me. You lie, you cheat on your wife, and you manipulate people and talk about them behind their backs. You think you're a big shot when you haven't the brains to realize you never will amount to anything more than a two-bit paper pusher. Yes, I know you.  
The Lawyer was stunned. Not knowing what else to do, he pointed across the room and asked, ""Mrs. Jones, do you know the defense attorney? 
""She again replied, ""Why yes, I do. I've known Mr. Bradley since he was a youngster, too.  He's lazy, bigoted, and he has a drinking problem. He cant build a normal relationship with anyone and his law practice is one of the worst in the entire state. Not to mention he cheated on his wife with three different women, one of them was your wife. Yes, I know him.""  The defense attorney almost died. The judge asked both counselors to approach the bench, and in a very quiet voice, said, ""If either of you bastards asks that bitch if she knows me, I'll throw your sorry asses in jail for contempt.""","Ranking: 
4.09 / 22",4.09
"A lawyer is standing in a long line at the box office. Suddenly, he feels a pair of hands kneading his shoulders, back, and neck. The lawyer turns around. 
""What the hell do you think you're doing?"" 
""I'm a chiropractor, and I'm just keeping in practice while I'm waiting in line."" 
""Well, I'm a lawyer, but you don't see me screwing the guy in front of me, do you?""","Ranking: 
3.37 / 38",3.37
"""It was so cold last week that I saw several lawyers with their hands in their own pockets.""","Ranking: 
2.62 / 107",2.62
"What's wrong with Lawyer jokes?
Lawyers don't think they're funny, and nobody else thinks they're jokes","Ranking: 
2.91 / 45",2.91
"In a terrible accident at a railroad crossing, a train smashed into a car and pushed it down the tracks.  Though no one was killed, the driver took the train company to court.
At the trial, the engineer insisted that he had given the driver ample warning by waving his lantern back and forth for nearly a minute.  He even stood and convincingly demonstrated how hed done it; the court believed his story, and the suit was dismissed.  Congratulations, the lawyer said to the engineer when it was over.  You did superbly under cross-examination.  Thanks, he said, but he sure had me worried.  Hows that? he lawyer asked.  I was afraid he was going to ask if the damned lantern was lit!","Ranking: 
3.23 / 31",3.23
"A judge was interviewing a woman regarding her pending divorce, and asked, ""What are the grounds for your divorce?""

She replied, ""About four acres and a nice little home in the middle of the property with a stream running by.""

""No,"" he said, ""I mean what is the foundation of this case?""

""It is made of concrete, brick and mortar,"" she responded.

""I mean,"" he continued, ""What are your relations like?""

""I have an aunt and uncle living here in town, and so do my husband's parents.""

He said, ""Do you have a real grudge?""

""No,"" she replied, ""We have a two-car carport and have never really needed one.""

""Please,"" he tried again, ""is there any infidelity in your marriage?""

""Yes, both my son and daughter have stereo sets. We don't necessarily like the music, but the answer to your questions is yes.""

""Ma'am, does your husband ever beat you up?""

""Yes,"" she responded, ""about twice a week he gets up earlier than I do.""

Finally, in frustration, the judge asked, ""Lady, why do you want a divorce?""

""Oh, I don't want a divorce,"" she replied. ""I've never wanted a divorce. My husband does. He said he can't communicate with me!!","Ranking: 
2.78 / 46",2.78
"A Mafia Boss finds out that his bookkeeper has screwed him for ten million bucks. The bookkeeper is deaf. It was considered an occupational benefit and the reason he got the job in the first place. It was assumed that since a deaf bookkeeper would not be able to hear anything he'd never have to testify in court.

When the Boss goes to shake down the bookkeeper about his missing $10 million bucks, he brings along his attorney, who knows sign language. The Boss asks the bookkeeper: ""Where is the 10 million bucks you embezzled from me?""

The attorney, using sign language, asks the bookkeeper where the 10 million dollars is hidden.

The bookkeeper signs back: ""I don't know what you're talking about.""

The attorney tells the Boss: ""He says he doesn't know what you're talking about.""

That's when the Boss pulls out a 9 mm pistol, puts it to the bookkeeper's temple, cocks it, and says: ""Ask him again!""

The attorney signs to the underling: ""He'll kill you for sure if you don't tell him!""

The bookkeeper signs back: ""OK! You win! The money is in a brown briefcase, buried behind the shed in my cousin Enzo's backyard in Queens!""

The Boss asks the attorney: ""Well, what'd he say?""

The attorney replies: ""He says you don't have it in you to pull the trigger.""","Ranking: 
4.00 / 14",4.00
"The lawyer's son wanted to follow in his father's footsteps, so he went to law school. He graduated with honors, and then went home to join his father's firm. At the end of his first day at work he rushed into his father's office, and said, Father, father, in one day I broke the accident case that you've been working on for ten years!

His father responded: ""You idiot, we lived on the funding of that case for ten years!""","Ranking: 
3.43 / 21",3.43
"You're a high-priced lawyer! If I give you $500, will you answer two questions for me?""
""Absolutely! What's the second question?""","Ranking: 
3.75 / 16",3.75
"A father and son are having their final man to man before the wedding. The son asks the father, "" Just to be sure Dad, is there any way a woman can get pregnant from anal sex?""
The father astutely replies, ""I thought the answer would be self evident son, where do you think lawyers come from?""","Ranking: 
3.75 / 16",3.75
"An attorney got home late one evening after a very taxing day trying to get a stay of execution for a client, named William Wright, who was due to be hanged for murder at midnight.
His last minute plea for clemency to the governor had failed and he was feeling tired and depressed. As soon as he got through the door his wife started on about, ""What time of night do you call this? Where have you been?  And on and on.

Too shattered to play his usual role in this familiar ritual, he went and poured himself a very large whisky and headed off for a long hot soak in the bathtub... pursued by the predictable sarcastic remarks.

While he was in the bath the phone rang, which the wife answered and was told that her husband's client had been granted his stay of execution after all.

Realizing what a day he must have had, she relented a little and went upstairs to give him the good news. As she opened the bathroom door the sight of her husbands rear view greeted her as he bent over naked drying his legs and feet.

""They're not hanging Wright tonight,"" she said.

The attorney whirled around and screamed hysterically, ""For crying out loud woman, don't you ever stop?""","Ranking: 
3.56 / 18",3.56
"A man was involved in an auto accident. A policeman ran up to the car and asked, ""Are you seriously injured?"" The man said, ""How should I know? I'm a doctor not a lawyer""","Ranking: 
3.25 / 20",3.25
